번호,안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치연도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자
2610,방1236간월정류장,방범용,가로변,간월정류장,,대산읍 운산리 53-19,36.92421,126.4716,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2611,방1237도적골방면,방범용,가로변,도적골방면,,대산읍 운산리 769-156,36.94643,126.44793,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2612,방1238서일고인근,방범용,가로변,서일고인근,,지곡면 화천리 918-4,36.85789,126.43405,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2613,방1239도성1마을,방범용,가로변,도성1마을,,지곡면 도성리 194-1,36.87876,126.41721,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2614,방1240진충사입구,방범용,가로변,진충사입구,,지곡면 대요리 570-3,36.89299,126.43882,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2615,방1241대요2회관,방범용,가로변,대요2회관,,지곡면 대요리 94-7,36.89129,126.45412,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2616,방1242무장1고개,방범용,가로변,무장1고개,,지곡면 화천리 산 18-12,36.87457,126.44632,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2617,방1243무장3마을,방범용,가로변,무장3마을,,지곡면 무장리 822-3,36.84536,126.45652,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2618,방1244환성3마을,방범용,가로변,환성3마을,,지곡면 환성리 639,36.91342,126.42938,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2619,방1245번두고개,방범용,가로변,번두고개,,지곡면 화천리 845-6,36.86148,126.42816,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2620,방1246산성초인근,방범용,가로변,산성초인근,,지곡면 산성리 792-3,36.86422,126.41439,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2621,방1247연화경로당,방범용,가로변,연화경로당,,지곡면 연화리 166-1,36.85393,126.39751,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2622,방1248중왕1마을,방범용,가로변,중왕1마을,,지곡면 중왕리 126-2,36.8763,126.39145,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2623,방1249환성2입구,방범용,가로변,환성2입구,,지곡면 환성리 284-2,36.91021,126.44168,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2624,방1250교회사거리,방범용,가로변,교회사거리,,지곡면 환성리 산113-1,36.91129,126.43752,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2625,방1252대산농협,방범용,가로변,대산농협,,대산읍 대산리 243-33,36.94189,126.42993,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2626,방1256미래어린이,방범용,가로변,미래어린이,,대산읍 대산리 347-5,36.94566,126.42852,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2627,방1617운곡사거리,방범용,가로변,운곡사거리,,운산면 용장리 424,36.81082,126.58447,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2628,방1618서해마린,방범용,가로변,서해마린,,음암면 도당리 1545-1,36.78969,126.50546,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2629,방1619굴다리1,방범용,기타,굴다리1,,예천동 1292-1,36.7709,126.44946,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2630,방1620굴다리2,방범용,기타,굴다리2,,예천동 1286-1,36.77035,126.45147,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2631,방1621동진주택,방범용,가로변,동진주택,,읍내동 814-20,36.77583,126.44341,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2632,방1622부석시장,방범용,가로변,부석시장,,부석면 취평리 257-5,36.71345,126.39172,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2633,방1623경동택배,방범용,가로변,경동택배,,수석동 57-15,36.77164,126.49733,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2634,방1624팔봉중후문,방범용,가로변,팔봉중후문,,팔봉면 진장리 912,36.78215,126.35993,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2635,방1625서부상가,방범용,가로변,서부상가,,읍내동 16-1,36.77813,126.45157,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2636,방1626노인요양원,방범용,가로변,노인요양원,,동문동 80-5,36.78705,126.46852,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2637,방1627서산우체국,방범용,가로변,서산우체국,,동문동 142-17,36.7809,126.46479,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2638,방1628와우2리,방범용,가로변,와우2리,,운산면 와우리 49-1,36.77764,126.65066,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2639,방1629농협은행,방범용,가로변,농협은행,,읍내동 255,36.89383,126.63333,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2640,방1701대산빌라,방범용,가로변,대산빌라,,대산읍 대산리 6-61,36.9425,126.44125,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2641,방1702오지보건소,방범용,가로변,오지보건소,,대산읍 오지리 산 81-1,36.95433,126.36909,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2642,방1703삼길포초입,방범용,가로변,삼길포초입,,대산읍 화곡리 42-1,36.99933,126.45273,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2643,방1704농기계임대,방범용,가로변,농기계임대,,대산읍 대산리 132-8,36.93782,126.43717,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2644,방1705화수정류장,방범용,가로변,화수정류장,,인지면 화수리 254,36.77254,126.40984,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2645,방1706서경맨션,방범용,가로변,서경맨션,,인지면 둔당리 249-6,36.75401,126.42824,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2646,방1707인지중학교,방범용,기타,인지중학교,,인지면 야당리 산 10-8,36.75051,126.42555,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2647,방1708모월슈퍼,방범용,가로변,모월슈퍼,,인지면 모월리 37-6,36.72499,126.42349,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2648,방1709반석교회,방범용,가로변,반석교회,,인지면 모월리 270-47,36.71937,126.43086,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2649,방1710인지초공원,방범용,공원,인지초공원,,인지면 둔당리 232-4,36.75549,126.42642,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2650,방1711차2진입로1,방범용,가로변,차2진입로1,,인지면 차리 869,36.77484,126.39728,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2651,방1712차2진입로2,방범용,가로변,차2진입로2,,인지면 차리 226-4,36.76185,126.3931,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2652,방1713차2진입로3,방범용,가로변,차2진입로3,,인지면 차리 795-12,36.76364,126.39358,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2653,방1714부석고인근,방범용,가로변,부석고인근,,부석면 취평리 524-1,36.71994,126.39921,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2654,방1715태안부석,방범용,가로변,태안부석,,부석면 창리 286-86,36.62728,126.36635,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2655,방1716칠전마을,방범용,가로변,칠전마을,,부석면 칠전리 219-1,36.67955,126.38719,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2656,방1717간월도마을,방범용,가로변,간월도마을,,부석면 간월도리 169-3,36.61119,126.41779,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2657,방1718꽃송아리,방범용,가로변,꽃송아리,,팔봉면 금학리 507-1,36.80855,126.39796,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2658,방1719팔봉폰타나,방범용,가로변,팔봉폰타나,,팔봉면 진장리 806-39,36.7746,126.35682,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2659,방1720장현마을,방범용,가로변,장현마을,,지곡면 장현리 874,36.85727,126.4085,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2660,방1721중왕2인근,방범용,가로변,중왕2인근,,지곡면 중왕리 339-2,36.87447,126.38026,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2661,방1937동남매화삼거리,방범용,가로변,동남매화삼거리,,수석동 688-89,36.75939,126.48419,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2662,방1938늘가람빌라,방범용,가로변,늘가람빌라,,석림동 300-11,36.77002,126.47054,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2663,방1939푸르지오정문,방범용,가로변,푸르지오정문,,예천동 1271-5,36.77265,126.44736,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2664,방1940오남4통진입,방범용,가로변,오남4통진입,,오남동 162-12,36.756,126.47946,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2665,방1941애니카공영주차장,방범용,주차장,애니카공영주차장,,석남동 34-97,36.77266,126.45425,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2666,방1945화곡1마을회관,방범용,가로변,화곡1마을회관,,대산읍 화곡리 238,36.98907,126.43562,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2667,방1946모월주택단지,방범용,가로변,모월주택단지,,인지면 모월리 233-11,36.72041,126.4261,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2668,방1947창리종점승강장,방범용,가로변,창리종점승강장,,부석면 창리 280-26,36.62611,126.36983,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2669,방1948팔봉산축제장진입,방범용,가로변,팔봉산축제장진입,,팔봉면 어송리 산159-13,36.81563,126.3526,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2670,방1949오스카빌후문,방범용,가로변,오스카빌후문,,지곡면 무장리 926-3,36.84368,126.44742,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2671,방1950오사1마을회관,방범용,가로변,오사1마을회관,,성연면 오사리 660-8,36.83388,126.41744,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2672,방1952가좌1마을회관,방범용,가로변,가좌1마을회관,,운산면 가좌리 156-10,36.79637,126.56373,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2673,방1953해미신치과,방범용,가로변,해미신치과,,해미면 읍내리 318-7,36.712,126.54427,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2674,방1954대림오토바이,방범용,가로변,대림오토바이,,고북면 가구리 607-7,36.66592,126.53311,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2675,방1955북해도참치,방범용,가로변,북해도참치,,읍내동 141-9,36.78052,126.44988,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2676,방1956서울카센터주택가,방범용,가로변,서울카센터주택가,,동문동 659-14,36.78852,126.45741,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2677,방1957서산로컬푸드,방범용,가로변,서산로컬푸드,,동문동 233-2,36.77794,126.46254,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2678,방1959현대옥사거리,방범용,가로변,현대옥사거리,,예천동 1252-1,36.77421,126.44911,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2679,방1963읍내3경로당,방범용,가로변,읍내3경로당,,해미면 읍내리 11-2,36.71171,126.55244,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2680,방1964진성빌삼거리,방범용,가로변,진성빌삼거리,,석남동 112-1,36.76826,126.45515,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2681,방2002 한서대 비상벨1,방범용,가로변,한서대 인근,,해미면 대곡리 385-23,36.69072,126.57598,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2682,방2003 한서대 비상벨2,방범용,가로변,한서대 인근,,해미면 대곡리 379-1,36.69216,126.57761,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2683,방2004 한서대 비상벨3,방범용,가로변,한서대 인근,,해미면 대곡리 385-29,36.6913,126.57732,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2684,방2005 한서대 비상벨4,방범용,가로변,한서대 인근,,해미면 대곡리 432-2,36.68908,126.57827,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2685,방2006 한서대 비상벨5,방범용,가로변,한서대 인근,,해미면 대곡리 972,36.6935,126.58678,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2686,방2007 이화수육개장,방범용,가로변,이화수육개장,,예천동 1278-4,36.7719,126.45,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2687,방2008 라라코스트,방범용,가로변,라라코스트,,읍내동 37-4,36.77641,126.44829,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2688,방20100 만리장성,방범용,가로변,만리장성,,읍내동 413-11,36.78695,126.44694,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2689,방20101 CU편의점골목,방범용,가로변,CU편의점골목,,대산리 133-3,36.93663,126.43616,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2690,방20102 한샘사우나,방범용,가로변,한샘사우나,,대산리 149-269,36.93547,126.43709,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2691,방20103 망일사주차장,방범용,주차장,망일사 주차장,,대산리 132-36,36.93809,126.44748,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2692,방20105 경찰서사거리,방범용,가로변,경찰서사거리,,읍내동 870,36.77743,126.4462,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2693,방20106 라인스포츠,방범용,가로변,라인스포츠,,차리 11-1,36.77813,126.39604,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2694,방20107 정아트빌라,방범용,가로변,정아트빌라,,기포리 335-3,36.66453,126.53235,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2695,방20108 빈스빈스,방범용,가로변,빈스빈스,,예천동 1284-4,36.77138,126.4518,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2696,방20109 한성하이츠빌,방범용,가로변,한성하이츠빌,,동문동 691-1,36.78486,126.45181,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2697,방20110 사랑이네집,방범용,가로변,사랑이네집,,동문동 1044-147,36.77963,126.45658,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2698,방20111 맘편한약국,방범용,가로변,맘편한약국,,양대동 420-14,36.74569,126.44915,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2699,방20112 열화상 간월도,방범용,기타,간월도리 해변,,간월도리 691,36.60573,126.41822,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2700,방20113 열화상 벌말,방범용,기타,벌말항 해번,,오지리 313-5,36.96192,126.34956,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2701,방2016 한성아파트,방범용,가로변,한성아파트,,대산리 897-4,36.94155,126.42671,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2702,방2018 대죽1리경로당부근,방범용,가로변,대죽1리경로당부근,,대죽리 350,36.98516,126.40229,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2703,방2019 대산4리마을회관,방범용,가로변,대산4리마을회관,,대산리 398,36.94769,126.43369,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2704,방2020 영탑1리마을회관,방범용,가로변,영탑1리마을회관,,영탑리 346-14,36.91791,126.44919,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2705,방2022 둔당1리마을회관,방범용,가로변,둔당1리마을회관,,둔당리 208-10,36.75856,126.42243,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2706,방2023 청구아파트,방범용,가로변,청구아파트,,둔당리 203-3,36.75708,126.42041,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2707,방2025 애정1리회관,방범용,가로변,애정1리회관,,애정리 435-1,36.73583,126.41854,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2708,방2026 강당리버스정류장,방범용,가로변,강당리버스정류장,,강당리 291,36.66335,126.40611,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2709,방2027 대두리마을입구,방범용,가로변,대두리마을입구,,대두리 806,36.7019,126.39658,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2710,방2031 덕송리마을입구,방범용,가로변,덕송리마을입구,,덕송리 1024-10,36.81537,126.34374,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2711,방2032 진장리마을회관앞사거리,방범용,가로변,진장리마을회관앞사거리,,진장리 200,36.76829,126.36879,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2712,방2033 흑석2리버스정류장,방범용,가로변,흑석2리버스정류장,,흑석리 397-1,36.84287,126.37333,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2713,방2035 호리선착장,방범용,기타,호리선착장,,호리 산1,36.86054,126.34791,양방향,N,N,N,,2020,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
